IDNumber,data,AgeInMonths,Gender,ParentHighestEducation,Ethnicity,Region,QT1,QT2,QT4,QT5,QT6,QT7,QT10,QT11,QT12,QT13,QT14,QT15,QT17,QT18,QT19,QT20,QT21,QT23,QT25,QT26,QT27,QT28,QT30,QT31,QT32,QT33,QT34,QT35,QT37,QT39,QT41,QT43,QT45,QT46,QT47,QT48,QT49,QT50,QT51,QT54,QT55,QT56,QT57,QT60,QT62,QT65,QT66,QT67,QT68,QT69,QT71,QT72,QT73,QT74,QT75,QT76,QT77,QT78,QT79,QT81,QT83,QT85,QT86,QT87,QT89,QT91,QT92,QT93,QT94,QT95,QT96,QT97,QT98,QT100,QT101,QT103,QT105,QT106,QT107,QT108,age_range,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw
133079,SM,30,Female,Some college or associate degree,MultiRacial,west,2,3,1,1,3,1,1,1,1,1,2,1,2,4,1,1,1,1,1,3,1,2,2,2,1,1,1,1,2,2,3,2,1,1,1,1,1,4,2,1,4,4,3,2,4,3,3,4,2,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,2,2,3,2,2,1,2,2,2,2,2,1,2,1,1,2,11 to 31.5 mo,108,15,17,15,17,30,13,16,17
134001,SM,20,Male,Bachelor's degree or higher,White,south,2,2,1,2,2,1,2,2,2,2,1,2,2,4,1,2,1,1,1,3,2,2,1,2,1,2,1,1,3,3,3,3,2,2,1,1,1,1,2,1,2,2,2,1,1,2,1,2,2,1,2,2,1,1,1,2,2,1,2,1,1,1,1,2,1,2,3,1,3,1,2,1,2,2,2,1,1,1,1,1,11 to 31.5 mo,100,18,18,18,17,16,15,16,14
134002,SM,10,Female,Bachelor's degree or higher,White,west,3,2,2,2,2,2,2,2,1,1,1,2,2,3,1,2,1,1,1,2,2,2,1,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,2,3,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,03.5 to 10 mo,84,19,16,16,11,17,12,12,12
134003,SM,17,Female,Bachelor's degree or higher,Black,south,2,2,1,2,2,2,2,1,4,3,1,1,1,3,1,3,2,1,1,3,1,2,1,1,3,2,2,1,2,4,2,1,3,3,1,2,1,2,2,2,2,3,1,3,2,2,1,2,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,2,2,3,1,3,2,3,1,2,2,2,2,11 to 31.5 mo,107,21,17,19,19,22,12,18,21
134005,SM,7,Female,Bachelor's degree or higher,White,west,1,2,1,1,1,1,1,2,2,2,2,1,1,4,1,2,2,2,3,4,1,2,2,3,1,1,1,1,2,4,2,1,2,2,1,1,1,1,2,4,3,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,3,1,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,3,4,03.5 to 10 mo,100,14,22,18,17,16,13,14,22
134007,SM,6,Female,Some college or associate degree,Other,west,1,2,2,2,1,1,2,1,1,1,1,2,2,3,1,1,1,1,1,1,1,2,1,1,1,3,1,1,2,2,2,3,1,3,1,1,1,2,1,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,2,3,2,1,1,2,2,1,2,2,2,03.5 to 10 mo,85,14,14,15,16,15,10,15,18
134009,SM,29,Female,Bachelor's degree or higher,White,northeast,2,1,1,2,1,1,3,1,1,1,2,1,2,2,2,2,2,1,1,3,3,3,2,2,2,1,2,1,3,4,1,2,3,2,1,2,1,1,1,3,2,3,1,1,1,1,1,2,2,1,2,2,2,2,1,1,2,2,1,1,1,1,2,2,3,2,2,2,3,2,2,2,2,2,2,2,3,3,3,3,11 to 31.5 mo,109,14,18,23,17,15,16,20,24
134010,SM,16,Female,Some college or associate degree,White,northeast,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,1,2,1,2,1,2,1,1,2,2,1,2,2,2,1,2,1,2,2,1,2,2,1,1,1,2,1,2,11 to 31.5 mo,108,26,20,20,20,17,14,17,15
134015,SM,21,Female,Bachelor's degree or higher,White,northeast,3,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,1,1,2,2,2,1,2,1,2,2,2,3,2,3,1,1,3,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,2,1,1,2,2,1,1,1,1,2,11 to 31.5 mo,86,20,15,19,15,12,11,14,14
134019,SM,20,Male,Bachelor's degree or higher,White,west,2,2,1,2,2,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,4,1,1,2,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,11 to 31.5 mo,76,16,12,10,12,18,11,13,11
134020,SM,6,Female,Bachelor's degree or higher,White,west,3,3,1,2,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,3,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,03.5 to 10 mo,75,18,11,15,11,15,11,12,13
134024,SM,24,Male,Bachelor's degree or higher,White,west,2,3,1,2,2,2,2,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,1,2,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11 to 31.5 mo,73,17,14,14,12,13,10,10,10
134027,SM,18,Male,Bachelor's degree or higher,White,northeast,1,2,1,1,3,2,2,1,1,1,1,1,1,4,1,1,1,1,2,2,1,2,4,2,1,4,2,1,3,2,2,2,1,2,2,1,2,2,1,1,4,4,3,2,2,2,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,3,2,1,2,1,2,1,1,4,11 to 31.5 mo,100,15,15,22,16,22,13,12,18
136001,SM,19,Male,Bachelor's degree or higher,White,west,2,2,3,2,2,2,2,2,2,1,2,2,1,2,3,2,2,1,2,3,2,2,2,2,1,2,2,1,2,2,1,2,2,2,1,1,1,2,1,1,2,3,1,1,1,1,1,2,2,2,2,2,1,1,1,2,2,1,2,1,1,2,1,1,2,1,1,2,2,1,2,1,3,2,2,1,2,1,2,2,11 to 31.5 mo,97,20,20,18,14,16,15,14,18
136002,SM,12,Male,Some college or associate degree,Hispanic,west,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,3,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,3,2,1,1,2,1,1,1,2,1,2,2,1,1,1,1,11 to 31.5 mo,79,12,12,13,14,13,13,14,13
136003,SM,9,Female,Bachelor's degree or higher,White,west,1,2,1,1,1,1,1,1,2,2,1,1,1,4,1,2,2,1,1,4,1,1,1,1,2,2,1,1,1,3,1,1,2,2,1,1,1,1,1,1,4,1,1,1,1,1,1,3,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,3,1,2,1,1,1,2,1,1,2,2,1,1,1,1,1,03.5 to 10 mo,86,13,18,14,12,17,11,14,13
136004,SM,9,Female,Some college or associate degree,MultiRacial,west,2,2,2,2,3,2,2,2,2,2,1,2,2,3,1,1,1,2,1,1,1,2,1,1,1,2,2,1,3,2,4,1,2,3,1,2,1,1,1,1,2,1,1,2,1,3,2,3,2,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,2,2,3,2,1,1,2,1,1,2,2,1,2,2,1,2,03.5 to 10 mo,94,21,15,16,17,18,11,17,16
136005,SM,25,Female,Bachelor's degree or higher,White,west,2,2,1,1,1,1,2,1,2,2,1,2,1,2,2,2,2,1,2,4,2,2,2,2,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2,1,1,2,1,2,2,2,2,11 to 31.5 mo,89,15,19,16,12,15,13,14,17
136006,SM,25,Male,Bachelor's degree or higher,Hispanic,west,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,1,2,3,2,2,2,1,2,2,2,1,3,4,2,3,2,3,2,2,2,3,2,2,2,3,2,2,2,2,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,2,2,2,2,3,2,1,3,2,2,2,2,2,3,1,1,2,2,2,11 to 31.5 mo,120,20,22,21,23,18,16,20,19
136007,SM,19,Female,Bachelor's degree or higher,Hispanic,west,2,2,2,2,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,2,1,2,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11 to 31.5 mo,72,14,15,15,10,12,10,10,10
136008,SM,5,Female,Bachelor's degree or higher,Asian,south,2,2,2,3,1,2,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,2,1,2,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,2,03.5 to 10 mo,77,16,13,14,11,16,11,12,12
136009,SM,4,Female,Some college or associate degree,White,west,2,2,1,2,2,1,1,1,2,2,1,2,1,3,1,1,1,1,1,2,2,1,1,2,1,2,1,1,3,2,1,2,2,2,1,2,1,2,2,1,2,2,1,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,1,1,1,1,1,03.5 to 10 mo,85,16,14,16,16,16,11,12,15
136010,SM,22,Female,Bachelor's degree or higher,Hispanic,west,1,1,1,2,2,2,2,2,2,2,1,1,1,3,1,1,1,1,1,2,2,2,1,2,1,2,1,1,3,3,1,1,1,2,1,1,2,1,1,1,1,2,1,1,2,2,2,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,11 to 31.5 mo,82,17,13,18,12,16,11,12,10
136011,SM,22,Female,Bachelor's degree or higher,Hispanic,west,1,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,11 to 31.5 mo,73,16,12,13,12,14,10,12,12
137001,SM,9,Male,Bachelor's degree or higher,Hispanic,midwest,2,2,1,2,1,1,2,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,03.5 to 10 mo,64,16,12,11,10,10,11,10,12
137002,SM,24,Male,Bachelor's degree or higher,White,midwest,2,2,1,2,2,1,2,1,2,1,1,3,1,2,1,2,1,1,1,3,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,11 to 31.5 mo,75,16,16,12,12,11,10,14,11
137004,SM,28,Female,Bachelor's degree or higher,White,midwest,3,3,3,2,2,2,2,1,1,1,1,1,2,2,1,2,2,1,2,1,1,2,1,2,1,1,2,3,1,2,2,1,2,3,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,1,2,2,1,2,1,1,2,2,3,2,1,1,1,1,2,2,2,1,2,2,2,2,3,1,2,11 to 31.5 mo,91,20,15,16,16,13,15,16,19
137016,SM,13,Female,Bachelor's degree or higher,White,midwest,2,2,2,2,2,1,2,1,1,1,1,2,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,2,2,2,1,1,2,1,1,11 to 31.5 mo,76,16,15,13,11,13,12,12,15
137020,SM,22,Male,Bachelor's degree or higher,White,midwest,2,3,2,3,2,2,1,2,2,2,1,2,2,2,3,4,1,1,1,4,1,2,1,1,1,1,2,2,2,2,4,1,2,2,1,1,1,1,1,1,3,2,1,1,2,2,1,1,2,1,2,2,1,1,1,2,2,1,1,1,1,1,1,3,2,3,1,1,2,1,4,3,4,2,2,2,1,3,2,2,11 to 31.5 mo,97,21,21,15,15,16,14,16,25
137031,SM,10,Male,Bachelor's degree or higher,White,midwest,1,2,2,2,4,2,2,1,1,1,1,1,2,2,1,2,3,1,2,2,1,2,2,2,2,2,2,4,1,3,2,1,3,3,1,2,2,2,2,2,2,1,1,2,1,2,2,1,2,1,2,2,2,1,1,2,2,2,3,1,1,1,2,3,2,2,1,1,3,2,2,2,1,2,2,2,2,3,2,2,03.5 to 10 mo,109,18,17,21,20,15,18,18,20
138001,SM,21,Male,Bachelor's degree or higher,Other,west,3,3,2,2,3,2,2,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,3,2,1,1,1,2,1,2,2,2,3,1,1,1,3,1,1,2,3,1,2,3,1,1,1,2,1,3,2,1,1,1,2,1,1,2,1,1,1,1,2,3,2,2,2,3,2,1,2,1,2,1,1,1,2,2,1,11 to 31.5 mo,100,22,15,17,17,17,15,19,14
138002,SM,13,Female,Bachelor's degree or higher,White,west,2,2,1,3,3,2,2,2,2,2,1,1,1,3,1,1,1,1,1,3,2,2,1,2,2,1,1,1,2,2,2,1,2,2,1,1,2,3,1,1,2,4,1,1,1,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,1,2,1,2,1,1,2,2,1,1,2,1,2,11 to 31.5 mo,91,21,14,16,16,20,10,15,15
138003,SM,16,Female,Bachelor's degree or higher,White,west,1,2,1,2,3,2,2,2,1,1,1,1,2,2,2,1,2,1,2,3,2,2,1,3,1,1,1,1,2,2,1,1,2,2,1,1,2,1,1,1,3,3,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,3,1,1,1,1,11 to 31.5 mo,87,17,17,16,13,16,13,12,14
138004,SM,4,Female,Some college or associate degree,White,west,2,1,2,2,2,1,1,1,2,2,1,2,1,3,1,1,1,1,2,2,2,2,1,1,2,2,1,1,2,2,3,1,2,3,1,1,2,1,1,1,2,1,1,1,2,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,2,03.5 to 10 mo,83,16,15,16,16,15,10,11,13
138005,SM,12,Female,Some college or associate degree,White,west,1,2,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,3,1,2,1,1,2,1,2,1,3,2,2,2,1,3,1,1,1,1,1,1,3,3,1,2,1,2,1,2,3,1,2,2,1,1,1,2,1,1,1,1,1,1,2,3,3,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,11 to 31.5 mo,95,12,17,16,14,19,13,16,14
138006,SM,13,Female,Bachelor's degree or higher,MultiRacial,west,2,3,1,2,2,1,2,1,2,2,3,2,2,3,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,3,1,1,1,3,1,1,1,2,2,2,3,4,1,1,3,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,3,2,1,3,1,4,3,1,1,1,1,1,1,1,1,3,1,1,11 to 31.5 mo,100,18,18,14,15,18,13,22,12
138007,SM,8,Female,Bachelor's degree or higher,Hispanic,west,2,2,2,2,1,1,2,2,3,2,1,2,2,2,2,2,2,1,2,2,2,2,2,3,2,2,1,2,2,2,1,1,2,3,2,1,1,1,2,1,3,4,1,2,2,2,1,2,3,1,1,2,1,1,1,1,2,2,2,2,1,1,1,2,2,1,2,1,2,1,2,3,3,2,2,1,2,1,1,3,03.5 to 10 mo,103,19,18,20,15,21,15,14,20
141001,SM,11,Female,Bachelor's degree or higher,White,south,1,2,1,1,3,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,1,2,1,2,3,2,1,1,1,1,1,1,2,1,1,2,4,1,2,2,3,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,4,3,2,1,1,2,1,1,3,2,1,1,1,1,11 to 31.5 mo,92,15,12,18,12,21,11,18,14
141002,SM,13,Female,Some college or associate degree,White,south,1,1,1,2,3,2,1,2,1,1,1,1,2,3,1,2,2,1,2,2,2,3,2,2,1,3,1,1,2,2,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2,1,2,2,1,1,2,2,2,1,1,1,2,2,11 to 31.5 mo,93,15,17,19,13,13,14,17,15
141003,SM,26,Male,Bachelor's degree or higher,White,south,2,2,1,2,2,2,1,1,1,1,1,1,1,3,2,2,1,1,1,2,1,2,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,11 to 31.5 mo,77,15,15,14,11,12,11,14,12
141004,SM,18,Male,Bachelor's degree or higher,White,south,2,2,1,2,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,3,1,4,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,11 to 31.5 mo,75,14,13,16,11,13,10,12,11
141005,SM,13,Female,Bachelor's degree or higher,White,south,2,2,1,2,2,2,1,1,2,2,1,2,1,2,1,2,1,1,1,2,1,2,1,3,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,1,2,2,2,1,1,1,1,2,11 to 31.5 mo,81,17,14,15,11,16,11,14,15
141006,SM,23,Female,Bachelor's degree or higher,White,south,2,2,1,2,2,2,2,1,2,3,2,2,2,4,1,2,2,1,2,2,2,3,2,2,1,2,1,1,2,2,2,1,2,3,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,11 to 31.5 mo,89,19,20,18,16,13,11,11,12
141016,SM,9,Male,Bachelor's degree or higher,White,south,2,2,1,2,2,2,2,2,3,2,2,1,1,3,1,2,1,1,2,2,2,3,2,3,2,2,1,1,4,3,4,1,1,4,1,1,4,4,1,1,3,3,1,2,2,2,1,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,3,1,2,2,2,3,3,2,1,2,1,3,03.5 to 10 mo,107,20,16,23,22,20,11,15,21
141018,SM,26,Male,Bachelor's degree or higher,Hispanic,west,1,2,1,1,2,1,1,1,1,1,1,3,2,3,2,2,1,1,1,4,2,2,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,3,1,2,1,2,2,1,1,2,1,1,1,1,2,11 to 31.5 mo,86,12,20,15,10,13,13,15,14
141020,SM,24,Male,Bachelor's degree or higher,White,west,1,2,1,1,2,1,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,2,1,1,3,1,1,2,1,2,2,1,2,2,1,2,2,2,2,2,4,1,2,2,3,1,2,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,3,2,1,1,1,1,3,1,1,2,1,1,11 to 31.5 mo,94,13,13,15,18,21,11,16,13
141021,SM,17,Female,Bachelor's degree or higher,White,south,2,1,1,2,3,2,1,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,3,2,1,1,1,2,2,2,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,3,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,11 to 31.5 mo,84,17,15,16,14,14,11,14,13
141026,SM,24,Female,Bachelor's degree or higher,White,south,2,2,2,2,3,2,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,3,11 to 31.5 mo,68,18,12,11,10,12,12,11,14
141067,SM,25,Male,Bachelor's degree or higher,White,south,2,2,2,2,3,2,2,1,1,1,1,2,1,3,1,2,1,1,1,2,2,1,2,2,2,2,1,1,3,2,1,1,1,2,1,1,2,1,1,1,2,3,1,1,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,3,1,1,1,1,2,2,1,1,1,1,2,11 to 31.5 mo,86,18,15,18,12,16,11,14,13
141080,SM,29,Female,Bachelor's degree or higher,Hispanic,south,2,2,1,2,2,3,2,1,2,2,1,2,3,3,2,2,2,1,2,2,3,2,1,2,1,2,2,1,4,2,3,1,1,2,1,1,3,2,1,1,3,1,1,2,1,3,1,3,3,1,2,1,1,1,1,1,2,2,1,1,2,2,1,2,1,1,1,1,2,1,3,1,2,1,2,1,1,1,1,1,11 to 31.5 mo,102,19,20,20,16,19,13,14,14
141081,SM,26,Female,Bachelor's degree or higher,White,south,2,2,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,3,2,1,1,2,2,1,1,1,2,2,1,2,1,2,1,2,1,1,2,2,1,1,2,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,2,2,1,2,2,1,1,2,1,2,11 to 31.5 mo,88,15,16,17,14,15,13,13,16
141082,SM,23,Male,Bachelor's degree or higher,White,south,2,2,2,2,2,1,2,2,2,2,1,1,2,2,3,2,1,2,1,2,2,2,1,3,2,2,1,2,3,2,2,1,2,1,1,1,1,1,1,1,2,3,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,3,1,2,1,1,2,1,2,1,2,11 to 31.5 mo,87,19,17,20,12,15,10,13,16
141083,SM,12,Male,Bachelor's degree or higher,White,south,2,2,2,2,3,1,2,2,1,2,1,2,1,3,1,1,2,1,1,2,2,3,1,3,1,2,1,2,2,3,1,1,1,2,1,1,1,1,1,1,2,3,1,2,2,1,1,4,2,1,1,1,1,1,1,2,2,2,2,1,1,3,1,2,1,2,1,2,3,2,1,1,2,1,2,1,1,1,1,2,11 to 31.5 mo,97,19,15,20,11,19,14,18,13
141084,SM,28,Male,Bachelor's degree or higher,Hispanic,south,4,2,2,3,3,1,2,1,3,2,2,1,1,2,1,1,1,1,2,1,2,2,1,4,1,1,1,4,2,1,1,1,2,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,3,2,2,11 to 31.5 mo,77,23,13,19,14,11,10,10,18
141087,SM,7,Female,Bachelor's degree or higher,White,south,2,3,2,2,3,1,1,2,1,1,2,1,2,4,1,3,2,1,1,4,2,1,1,3,1,3,1,1,4,4,1,4,2,4,1,1,1,2,1,2,2,1,1,2,2,2,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,3,2,2,1,1,1,2,2,2,1,1,1,1,2,03.5 to 10 mo,105,18,21,21,19,16,11,17,14
141090,SM,6,Male,Bachelor's degree or higher,Hispanic,south,2,1,1,2,2,1,2,1,2,2,1,1,2,2,1,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,1,1,2,4,2,2,2,3,2,1,1,1,1,2,1,1,2,1,2,1,2,1,1,2,1,2,2,1,2,1,1,2,2,2,4,1,4,1,2,1,1,2,1,2,2,1,1,4,1,2,03.5 to 10 mo,98,16,13,17,20,13,15,20,17
141094,SM,19,Female,Bachelor's degree or higher,White,south,3,2,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,3,1,1,4,1,2,1,1,1,1,1,1,1,1,1,3,3,2,3,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,11 to 31.5 mo,81,16,11,12,16,17,11,14,10
141100,SM,7,Male,Bachelor's degree or higher,White,south,3,2,2,3,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,3,2,2,1,2,3,3,3,2,3,1,2,2,2,2,1,2,1,2,2,2,3,1,2,1,2,2,2,1,1,1,1,2,1,2,1,2,3,2,2,2,3,2,1,2,2,2,2,1,2,2,2,2,1,2,1,03.5 to 10 mo,117,21,22,21,21,18,14,21,17
141101,SM,7,Male,Bachelor's degree or higher,White,south,1,2,1,3,3,2,1,1,4,3,1,3,1,4,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,1,3,1,1,2,1,1,1,3,2,2,2,2,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,03.5 to 10 mo,84,21,16,12,14,20,10,12,11
141103,SM,24,Female,Bachelor's degree or higher,White,south,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,11 to 31.5 mo,69,13,11,10,10,12,12,14,12
141162,SM,18,Female,Bachelor's degree or higher,White,south,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11 to 31.5 mo,67,14,11,11,10,13,10,12,10
141164,SM,27,Female,Bachelor's degree or higher,White,south,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,1,2,1,2,2,2,2,4,2,1,1,2,1,2,2,1,2,2,1,2,1,1,1,1,2,2,1,1,1,2,3,3,2,1,1,2,2,2,1,2,2,1,1,2,1,1,11 to 31.5 mo,92,17,14,13,15,18,15,17,15
